bitmask,channel_names_active,ownership_pct,mean_alpha,solve_time
1207,SS+Bequests+Medical+R-S+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,464.2
1208,Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,14.4
1209,SS+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,65.0
1210,Bequests+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.2
1211,SS+Bequests+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,66.9
1212,Medical+R-S+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,124.9
1213,SS+Medical+R-S+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,472.2
1214,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,116.8
1215,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,447.6
1216,Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.7
1217,SS+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,63.6
1218,Bequests+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.5
1219,SS+Bequests+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,62.0
1220,Medical+R-S+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,120.3
1221,SS+Medical+R-S+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,487.4
1222,Bequests+Medical+R-S+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,112.6
1223,SS+Bequests+Medical+R-S+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,465.1
1224,Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,14.4
1225,SS+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,60.0
1226,Bequests+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,14.2
1227,SS+Bequests+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,61.7
1228,Medical+R-S+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,121.8
1229,SS+Medical+R-S+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,510.2
1230,Bequests+Medical+R-S+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,116.1
1231,SS+Bequests+Medical+R-S+Pessimism+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,452.3
1232,Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.0
1233,SS+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,66.1
1234,Bequests+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.2
1235,SS+Bequests+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,58.7
1236,Medical+R-S+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,115.7
1237,SS+Medical+R-S+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,511.1
1238,Bequests+Medical+R-S+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,108.6
1239,SS+Bequests+Medical+R-S+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,451.9
1240,Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.7
1241,SS+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,68.0
1242,Bequests+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.1
1243,SS+Bequests+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,61.5
1244,Medical+R-S+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,124.5
1245,SS+Medical+R-S+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,490.8
1246,Bequests+Medical+R-S+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,113.2
1247,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,448.0
1248,State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.1
1249,SS+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,64.3
1250,Bequests+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.4
1251,SS+Bequests+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,64.5
1252,Medical+R-S+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,129.8
1253,SS+Medical+R-S+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,473.5
1254,Bequests+Medical+R-S+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,115.5
1255,SS+Bequests+Medical+R-S+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,464.9
1256,Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.9
1257,SS+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,65.9
1258,Bequests+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.8
1259,SS+Bequests+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,62.7
1260,Medical+R-S+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,116.7
1261,SS+Medical+R-S+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,485.7
1262,Bequests+Medical+R-S+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,114.5
1263,SS+Bequests+Medical+R-S+Pessimism+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,461.1
1264,Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.9
1265,SS+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,66.9
1266,Bequests+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.4
1267,SS+Bequests+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,63.7
1268,Medical+R-S+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,122.2
1269,SS+Medical+R-S+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,488.6
1270,Bequests+Medical+R-S+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,112.7
1271,SS+Bequests+Medical+R-S+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,455.2
1272,Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,15.8
1273,SS+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,65.7
1274,Bequests+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,16.9
1275,SS+Bequests+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,63.0
1276,Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,120.9
1277,SS+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,494.5
1278,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,110.1
1279,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Narrow-framing penalty (PED),0.0000,0.000000,457.4
1280,Public-care aversion (LTC)+Narrow-framing penalty (PED),19.1497,0.150559,16.4
1281,SS+Public-care aversion (LTC)+Narrow-framing penalty (PED),10.7168,0.015850,66.3
1282,Bequests+Public-care aversion (LTC)+Narrow-framing penalty (PED),18.8686,0.148212,15.3
1283,SS+Bequests+Public-care aversion (LTC)+Narrow-framing penalty (PED),9.5924,0.012038,62.0
1284,Medical+R-S+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007677,115.7
1285,SS+Medical+R-S+Public-care aversion (LTC)+Narrow-framing penalty (PED),3.3380,0.010668,508.5
1286,Bequests+Medical+R-S+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007677,109.8
1287,SS+Bequests+Medical+R-S+Public-care aversion (LTC)+Narrow-framing penalty (PED),3.1272,0.010583,457.2
1288,Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.1
1289,SS+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.9
1290,Bequests+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.7
1291,SS+Bequests+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,63.4
1292,Medical+R-S+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007677,123.0
1293,SS+Medical+R-S+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8623,0.006441,491.9
1294,Bequests+Medical+R-S+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007677,105.1
1295,SS+Bequests+Medical+R-S+Pessimism+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8623,0.006441,449.0
1296,Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),9.9438,0.074062,15.4
1297,SS+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.9
1298,Bequests+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),8.8194,0.065495,15.7
1299,SS+Bequests+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,61.6
1300,Medical+R-S+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007635,128.9
1301,SS+Medical+R-S+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8974,0.006637,511.9
1302,Bequests+Medical+R-S+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007635,114.8
1303,SS+Bequests+Medical+R-S+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8974,0.006637,456.7
1304,Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.1
1305,SS+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,69.2
1306,Bequests+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,14.8
1307,SS+Bequests+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.1
1308,Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007635,119.6
1309,SS+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.5812,0.004698,511.4
1310,Bequests+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007635,116.0
1311,SS+Bequests+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.5812,0.004680,457.1
1312,State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),17.7091,0.140597,15.8
1313,SS+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),4.3219,0.003974,65.4
1314,Bequests+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),17.3577,0.137196,15.6
1315,SS+Bequests+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),3.2677,0.002720,63.6
1316,Medical+R-S+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.006950,123.8
1317,SS+Medical+R-S+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.8110,0.015889,503.5
1318,Bequests+Medical+R-S+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.006950,117.1
1319,SS+Bequests+Medical+R-S+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.7758,0.016602,447.8
1320,Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.5
1321,SS+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.9
1322,Bequests+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.4
1323,SS+Bequests+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,61.7
1324,Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.006950,119.5
1325,SS+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8623,0.006441,526.6
1326,Bequests+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.006950,112.6
1327,SS+Bequests+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8623,0.006441,457.4
1328,Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),4.8489,0.034115,16.8
1329,SS+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.7
1330,Bequests+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),3.6543,0.024891,16.0
1331,SS+Bequests+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,61.5
1332,Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.8812,0.006665,125.3
1333,SS+Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8974,0.006644,504.7
1334,Bequests+Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.8812,0.006665,119.5
1335,SS+Bequests+Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8974,0.006637,463.8
1336,Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,17.1
1337,SS+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,66.5
1338,Bequests+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.3
1339,SS+Bequests+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,61.3
1340,Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.8812,0.006665,127.0
1341,SS+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.5812,0.004635,504.9
1342,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.8812,0.006665,113.7
1343,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.5812,0.004613,456.9
1344,Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.0
1345,SS+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,67.0
1346,Bequests+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.2
1347,SS+Bequests+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,63.0
1348,Medical+R-S+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,121.5
1349,SS+Medical+R-S+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,530.8
1350,Bequests+Medical+R-S+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,106.5
1351,SS+Bequests+Medical+R-S+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,461.8
1352,Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.3
1353,SS+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,63.9
1354,Bequests+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.1
1355,SS+Bequests+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,63.8
1356,Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,118.3
1357,SS+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,478.5
1358,Bequests+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,111.3
1359,SS+Bequests+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,440.4
1360,Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.0
1361,SS+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,68.7
1362,Bequests+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,14.9
1363,SS+Bequests+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,62.8
1364,Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,124.0
1365,SS+Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,487.2
1366,Bequests+Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,116.1
1367,SS+Bequests+Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,447.0
1368,Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,17.7
1369,SS+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,67.1
1370,Bequests+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.9
1371,SS+Bequests+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.9
1372,Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,125.0
1373,SS+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,486.6
1374,Bequests+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,114.2
1375,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,454.9
1376,State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.8
1377,SS+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,66.9
1378,Bequests+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,14.5
1379,SS+Bequests+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,62.3
1380,Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,127.2
1381,SS+Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,488.4
1382,Bequests+Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,119.4
1383,SS+Bequests+Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,465.9
1384,Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.5
1385,SS+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,65.1
1386,Bequests+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,14.5
1387,SS+Bequests+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,59.6
1388,Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,126.7
1389,SS+Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,494.1
1390,Bequests+Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,119.4
1391,SS+Bequests+Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,463.1
1392,Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.1
1393,SS+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.2
1394,Bequests+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,15.5
1395,SS+Bequests+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,62.0
1396,Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,123.1
1397,SS+Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,515.9
1398,Bequests+Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,112.2
1399,SS+Bequests+Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,454.3
1400,Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.9
1401,SS+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.8
1402,Bequests+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.0
1403,SS+Bequests+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,66.0
1404,Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,120.9
1405,SS+Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,498.3
1406,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,116.4
1407,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,453.6
1408,Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),14.5467,0.129680,16.0
1409,SS+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.1434,0.001240,64.9
1410,Bequests+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),14.2305,0.126876,15.0
1411,SS+Bequests+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.2649,0.000643,58.9
1412,Medical+R-S+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007709,111.7
1413,SS+Medical+R-S+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),3.0921,0.010661,484.1
1414,Bequests+Medical+R-S+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007709,111.9
1415,SS+Bequests+Medical+R-S+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),3.0218,0.010499,465.1
1416,Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.9
1417,SS+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,63.8
1418,Bequests+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.1
1419,SS+Bequests+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,61.0
1420,Medical+R-S+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007709,126.8
1421,SS+Medical+R-S+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8623,0.006448,488.5
1422,Bequests+Medical+R-S+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007709,115.0
1423,SS+Bequests+Medical+R-S+Pessimism+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.8623,0.006448,475.0
1424,Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.1244,0.010808,16.6
1425,SS+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,65.3
1426,Bequests+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.2811,0.002727,16.0
1427,SS+Bequests+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,64.7
1428,Medical+R-S+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007695,123.5
1429,SS+Medical+R-S+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.9677,0.007119,501.7
1430,Bequests+Medical+R-S+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007695,115.8
1431,SS+Bequests+Medical+R-S+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.9677,0.007115,465.2
1432,Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,16.7
1433,SS+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,63.9
1434,Bequests+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,17.0
1435,SS+Bequests+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),0.0000,0.000000,62.3
1436,Medical+R-S+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007695,126.2
1437,SS+Medical+R-S+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.7217,0.005632,499.5
1438,Bequests+Medical+R-S+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),2.9164,0.007695,113.2
1439,SS+Bequests+Medical+R-S+Pessimism+Age needs+Inflation+Public-care aversion (LTC)+Narrow-framing penalty (PED),1.6866,0.005397,462.1
