bitmask,channel_names_active,ownership_pct,mean_alpha,solve_time
0,None,41.8482,0.407621,15.4
1,SS,100.0000,0.944694,63.0
2,Bequests,41.8482,0.394469,15.4
3,SS+Bequests,100.0000,0.908682,59.4
4,Medical+R-S,31.4828,0.285204,125.2
5,SS+Medical+R-S,88.2994,0.577916,461.0
6,Bequests+Medical+R-S,31.1665,0.266627,113.3
7,SS+Bequests+Medical+R-S,87.7372,0.527944,452.7
8,Pessimism,38.8616,0.353651,17.3
9,SS+Pessimism,85.5235,0.580274,63.0
10,Bequests+Pessimism,38.7561,0.313573,16.5
11,SS+Bequests+Pessimism,84.6803,0.436571,60.0
12,Medical+R-S+Pessimism,27.8988,0.230411,126.3
13,SS+Medical+R-S+Pessimism,64.5819,0.352375,493.5
14,Bequests+Medical+R-S+Pessimism,27.2663,0.195453,110.7
15,SS+Bequests+Medical+R-S+Pessimism,62.4034,0.245091,449.2
16,Age needs,40.4427,0.382063,16.4
17,SS+Age needs,98.1729,0.763127,63.8
18,Bequests+Age needs,40.3022,0.364220,16.4
19,SS+Bequests+Age needs,98.1026,0.706757,59.5
20,Medical+R-S+Age needs,29.5151,0.256806,126.6
21,SS+Medical+R-S+Age needs,75.4041,0.444621,495.5
22,Bequests+Medical+R-S+Age needs,29.3043,0.236388,116.2
23,SS+Bequests+Medical+R-S+Age needs,74.3851,0.390587,464.6
24,Pessimism+Age needs,37.5966,0.327143,16.6
25,SS+Pessimism+Age needs,76.0014,0.450141,63.2
26,Bequests+Pessimism+Age needs,37.4912,0.280980,15.9
27,SS+Bequests+Pessimism+Age needs,73.4715,0.277242,61.4
28,Medical+R-S+Pessimism+Age needs,25.8960,0.204009,125.4
29,SS+Medical+R-S+Pessimism+Age needs,56.8517,0.277737,488.5
30,Bequests+Medical+R-S+Pessimism+Age needs,25.1933,0.162024,112.4
31,SS+Bequests+Medical+R-S+Pessimism+Age needs,54.1813,0.155583,444.4
32,State utility,41.6725,0.404339,16.3
33,SS+State utility,100.0000,0.934986,63.4
34,Bequests+State utility,41.6725,0.389986,16.1
35,SS+Bequests+State utility,100.0000,0.895998,60.4
36,Medical+R-S+State utility,31.6936,0.287699,124.4
37,SS+Medical+R-S+State utility,89.2129,0.590067,497.1
38,Bequests+Medical+R-S+State utility,31.5179,0.269786,111.0
39,SS+Bequests+Medical+R-S+State utility,88.7913,0.537920,457.3
40,Pessimism+State utility,38.8967,0.351100,16.8
41,SS+Pessimism+State utility,85.8046,0.565495,61.8
42,Bequests+Pessimism+State utility,38.8264,0.308805,16.5
43,SS+Bequests+Pessimism+State utility,84.3289,0.410074,58.6
44,Medical+R-S+Pessimism+State utility,27.9691,0.231852,127.7
45,SS+Medical+R-S+Pessimism+State utility,65.7765,0.358900,499.8
46,Bequests+Medical+R-S+Pessimism+State utility,27.4772,0.195566,110.6
47,SS+Bequests+Medical+R-S+Pessimism+State utility,62.6845,0.243408,444.5
48,Age needs+State utility,40.1265,0.377203,15.9
49,SS+Age needs+State utility,97.4350,0.746634,66.3
50,Bequests+Age needs+State utility,40.0211,0.357540,16.6
51,SS+Bequests+Age needs+State utility,97.1188,0.685942,60.4
52,Medical+R-S+Age needs+State utility,29.5502,0.257365,122.0
53,SS+Medical+R-S+Age needs+State utility,77.0204,0.452639,500.2
54,Bequests+Medical+R-S+Age needs+State utility,29.4448,0.236873,109.5
55,SS+Bequests+Medical+R-S+Age needs+State utility,75.8257,0.391771,469.3
56,Pessimism+Age needs+State utility,37.4561,0.323647,15.7
57,SS+Pessimism+Age needs+State utility,74.9122,0.437505,63.0
58,Bequests+Pessimism+Age needs+State utility,37.2101,0.274132,15.5
59,SS+Bequests+Pessimism+Age needs+State utility,71.5039,0.253440,63.8
60,Medical+R-S+Pessimism+Age needs+State utility,25.9311,0.204287,125.7
61,SS+Medical+R-S+Pessimism+Age needs+State utility,57.9058,0.281550,476.5
62,Bequests+Medical+R-S+Pessimism+Age needs+State utility,25.2987,0.161100,110.1
63,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility,54.9192,0.151058,464.0
64,Loads,36.1209,0.334174,15.9
65,SS+Loads,62.9304,0.534926,63.5
66,Bequests+Loads,36.0506,0.313577,15.0
67,SS+Bequests+Loads,61.9466,0.456897,61.6
68,Medical+R-S+Loads,23.2959,0.192386,113.9
69,SS+Medical+R-S+Loads,44.6943,0.287323,457.1
70,Bequests+Medical+R-S+Loads,23.0499,0.171648,108.7
71,SS+Bequests+Medical+R-S+Loads,41.9536,0.215316,445.9
72,Pessimism+Loads,32.8531,0.276321,15.3
73,SS+Pessimism+Loads,48.5945,0.318960,63.4
74,Bequests+Pessimism+Loads,32.6072,0.230011,15.0
75,SS+Bequests+Pessimism+Loads,37.1398,0.118324,63.0
76,Medical+R-S+Pessimism+Loads,20.6254,0.147003,129.0
77,SS+Medical+R-S+Pessimism+Loads,30.3935,0.148282,486.7
78,Bequests+Medical+R-S+Pessimism+Loads,19.7470,0.109733,109.7
79,SS+Bequests+Medical+R-S+Pessimism+Loads,18.1658,0.038978,455.6
80,Age needs+Loads,34.7154,0.308500,16.2
81,SS+Age needs+Loads,55.5165,0.415046,66.0
82,Bequests+Age needs+Loads,34.5397,0.280257,14.7
83,SS+Bequests+Age needs+Loads,53.8651,0.310327,62.1
84,Medical+R-S+Age needs+Loads,21.8904,0.167997,118.3
85,SS+Medical+R-S+Age needs+Loads,36.3668,0.206838,505.2
86,Bequests+Medical+R-S+Age needs+Loads,21.6093,0.143616,108.8
87,SS+Bequests+Medical+R-S+Age needs+Loads,32.1504,0.122691,451.4
88,Pessimism+Age needs+Loads,31.0963,0.244213,15.6
89,SS+Pessimism+Age needs+Loads,40.5481,0.237916,65.8
90,Bequests+Pessimism+Age needs+Loads,30.4638,0.190639,15.3
91,SS+Bequests+Pessimism+Age needs+Loads,16.6550,0.030148,58.6
92,Medical+R-S+Pessimism+Age needs+Loads,19.1145,0.124585,120.7
93,SS+Medical+R-S+Pessimism+Age needs+Loads,25.5798,0.109698,509.9
94,Bequests+Medical+R-S+Pessimism+Age needs+Loads,17.4631,0.082997,116.5
95,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads,9.2762,0.012561,480.0
96,State utility+Loads,35.9803,0.330710,15.7
97,SS+State utility+Loads,62.4385,0.522537,64.3
98,Bequests+State utility+Loads,35.9100,0.308282,14.9
99,SS+Bequests+State utility+Loads,60.6817,0.430471,62.8
100,Medical+R-S+State utility+Loads,23.5770,0.195636,124.2
101,SS+Medical+R-S+State utility+Loads,46.0647,0.296360,496.0
102,Bequests+Medical+R-S+State utility+Loads,23.2607,0.173004,116.3
103,SS+Bequests+Medical+R-S+State utility+Loads,42.8320,0.217488,452.8
104,Pessimism+State utility+Loads,32.7829,0.272431,15.0
105,SS+Pessimism+State utility+Loads,47.3647,0.305815,57.7
106,Bequests+Pessimism+State utility+Loads,32.3261,0.222607,15.5
107,SS+Bequests+Pessimism+State utility+Loads,34.4694,0.096458,60.5
108,Medical+R-S+Pessimism+State utility+Loads,21.0119,0.151297,120.3
109,SS+Medical+R-S+Pessimism+State utility+Loads,31.0963,0.154199,482.9
110,Bequests+Medical+R-S+Pessimism+State utility+Loads,19.9227,0.110755,110.5
111,SS+Bequests+Medical+R-S+Pessimism+State utility+Loads,17.6739,0.036630,459.9
112,Age needs+State utility+Loads,34.5397,0.304259,16.6
113,SS+Age needs+State utility+Loads,55.0246,0.404097,61.6
114,Bequests+Age needs+State utility+Loads,34.3992,0.274838,16.2
115,SS+Bequests+Age needs+State utility+Loads,52.6001,0.289259,60.4
116,Medical+R-S+Age needs+State utility+Loads,21.9255,0.169129,125.1
117,SS+Medical+R-S+Age needs+State utility+Loads,37.1750,0.211339,495.8
118,Bequests+Medical+R-S+Age needs+State utility+Loads,21.6796,0.143549,113.7
119,SS+Bequests+Medical+R-S+Age needs+State utility+Loads,32.5369,0.122618,460.9
120,Pessimism+Age needs+State utility+Loads,30.7800,0.240158,16.8
121,SS+Pessimism+Age needs+State utility+Loads,39.4940,0.228851,63.5
122,Bequests+Pessimism+Age needs+State utility+Loads,30.2881,0.183988,14.9
123,SS+Bequests+Pessimism+Age needs+State utility+Loads,10.1195,0.016047,60.4
124,Medical+R-S+Pessimism+Age needs+State utility+Loads,19.4308,0.128879,120.9
125,SS+Medical+R-S+Pessimism+Age needs+State utility+Loads,26.4933,0.114754,505.7
126,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads,17.5334,0.082646,109.3
127,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads,8.2923,0.010429,465.7
128,Inflation,39.5292,0.394557,15.2
129,SS+Inflation,100.0000,0.941346,63.5
130,Bequests+Inflation,39.4940,0.384512,16.3
131,SS+Bequests+Inflation,100.0000,0.907280,64.3
132,Medical+R-S+Inflation,29.9368,0.282502,125.3
133,SS+Medical+R-S+Inflation,83.3450,0.553018,496.0
134,Bequests+Medical+R-S+Inflation,29.7259,0.267333,109.4
135,SS+Bequests+Medical+R-S+Inflation,82.6423,0.505341,452.7
136,Pessimism+Inflation,37.4912,0.364431,16.5
137,SS+Pessimism+Inflation,83.7667,0.591883,58.4
138,Bequests+Pessimism+Inflation,37.3507,0.324371,15.9
139,SS+Bequests+Pessimism+Inflation,82.5369,0.420604,59.6
140,Medical+R-S+Pessimism+Inflation,26.2825,0.233717,121.0
141,SS+Medical+R-S+Pessimism+Inflation,61.8060,0.357382,463.7
142,Bequests+Medical+R-S+Pessimism+Inflation,25.7203,0.197143,109.5
143,SS+Bequests+Medical+R-S+Pessimism+Inflation,59.4167,0.232070,469.0
144,Age needs+Inflation,38.5102,0.381834,16.2
145,SS+Age needs+Inflation,94.9051,0.761268,64.0
146,Bequests+Age needs+Inflation,38.3696,0.365299,15.4
147,SS+Bequests+Age needs+Inflation,94.8349,0.702758,58.1
148,Medical+R-S+Age needs+Inflation,28.1448,0.258039,120.7
149,SS+Medical+R-S+Age needs+Inflation,72.6985,0.444554,493.6
150,Bequests+Medical+R-S+Age needs+Inflation,27.6528,0.236532,115.7
151,SS+Bequests+Medical+R-S+Age needs+Inflation,71.5390,0.379989,466.8
152,Pessimism+Age needs+Inflation,36.5777,0.344940,15.4
153,SS+Pessimism+Age needs+Inflation,73.8580,0.466346,65.8
154,Bequests+Pessimism+Age needs+Inflation,36.2614,0.294687,16.0
155,SS+Bequests+Pessimism+Age needs+Inflation,69.9578,0.253700,60.9
156,Medical+R-S+Pessimism+Age needs+Inflation,25.0878,0.213728,125.9
157,SS+Medical+R-S+Pessimism+Age needs+Inflation,55.5517,0.284947,494.4
158,Bequests+Medical+R-S+Pessimism+Age needs+Inflation,24.0337,0.167523,113.3
159,SS+Bequests+Medical+R-S+Pessimism+Age needs+Inflation,51.8623,0.135622,446.6
160,State utility+Inflation,39.3886,0.392976,18.0
161,SS+State utility+Inflation,100.0000,0.929968,64.8
162,Bequests+State utility+Inflation,39.3535,0.381384,16.3
163,SS+Bequests+State utility+Inflation,100.0000,0.888412,59.1
164,Medical+R-S+State utility+Inflation,30.0773,0.284561,117.1
165,SS+Medical+R-S+State utility+Inflation,86.2263,0.570091,476.9
166,Bequests+Medical+R-S+State utility+Inflation,29.9016,0.269195,115.9
167,SS+Bequests+Medical+R-S+State utility+Inflation,85.7344,0.517909,475.8
168,Pessimism+State utility+Inflation,37.4209,0.361500,16.4
169,SS+Pessimism+State utility+Inflation,83.4505,0.579006,62.8
170,Bequests+Pessimism+State utility+Inflation,37.2804,0.319705,16.2
171,SS+Bequests+Pessimism+State utility+Inflation,81.6936,0.390292,59.9
172,Medical+R-S+Pessimism+State utility+Inflation,26.3528,0.234824,121.4
173,SS+Medical+R-S+Pessimism+State utility+Inflation,63.0007,0.363405,480.0
174,Bequests+Medical+R-S+Pessimism+State utility+Inflation,25.7203,0.196233,110.9
175,SS+Bequests+Medical+R-S+Pessimism+State utility+Inflation,59.8384,0.225464,449.1
176,Age needs+State utility+Inflation,38.2994,0.379108,16.2
177,SS+Age needs+State utility+Inflation,95.3619,0.749431,60.0
178,Bequests+Age needs+State utility+Inflation,38.1237,0.360088,15.5
179,SS+Bequests+Age needs+State utility+Inflation,94.2727,0.681820,60.0
180,Medical+R-S+Age needs+State utility+Inflation,28.4259,0.260991,117.1
181,SS+Medical+R-S+Age needs+State utility+Inflation,74.0689,0.454062,495.8
182,Bequests+Medical+R-S+Age needs+State utility+Inflation,28.0745,0.239989,109.0
183,SS+Bequests+Medical+R-S+Age needs+State utility+Inflation,72.7688,0.381687,465.6
184,Pessimism+Age needs+State utility+Inflation,36.5074,0.342284,15.2
185,SS+Pessimism+Age needs+State utility+Inflation,72.6634,0.452994,64.3
186,Bequests+Pessimism+Age needs+State utility+Inflation,36.2263,0.289476,15.1
187,SS+Bequests+Pessimism+Age needs+State utility+Inflation,67.7442,0.226405,60.7
188,Medical+R-S+Pessimism+Age needs+State utility+Inflation,25.2635,0.216142,111.9
189,SS+Medical+R-S+Pessimism+Age needs+State utility+Inflation,56.6058,0.286370,483.3
190,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Inflation,24.1743,0.166834,108.8
191,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Inflation,52.2136,0.130330,447.7
192,Loads+Inflation,33.6613,0.326950,14.8
193,SS+Loads+Inflation,58.0815,0.513953,60.0
194,Bequests+Loads+Inflation,33.6261,0.306040,15.4
195,SS+Bequests+Loads+Inflation,56.0787,0.407720,61.1
196,Medical+R-S+Loads+Inflation,21.3282,0.186546,114.3
197,SS+Medical+R-S+Loads+Inflation,37.5264,0.247706,481.7
198,Bequests+Medical+R-S+Loads+Inflation,20.8011,0.160780,111.6
199,SS+Bequests+Medical+R-S+Loads+Inflation,32.5720,0.153559,460.7
200,Pessimism+Loads+Inflation,30.4989,0.280134,14.9
201,SS+Pessimism+Loads+Inflation,41.9185,0.296448,64.0
202,Bequests+Pessimism+Loads+Inflation,29.4097,0.222755,14.2
203,SS+Bequests+Pessimism+Loads+Inflation,19.0443,0.044027,59.6
204,Medical+R-S+Pessimism+Loads+Inflation,18.2010,0.139789,117.8
205,SS+Medical+R-S+Pessimism+Loads+Inflation,24.6662,0.121922,485.2
206,Bequests+Medical+R-S+Pessimism+Loads+Inflation,16.4793,0.094378,112.1
207,SS+Bequests+Medical+R-S+Pessimism+Loads+Inflation,8.4680,0.014863,447.6
208,Age needs+Loads+Inflation,32.3963,0.307572,15.0
209,SS+Age needs+Loads+Inflation,50.5271,0.402836,62.6
210,Bequests+Age needs+Loads+Inflation,32.1152,0.277168,15.9
211,SS+Bequests+Age needs+Loads+Inflation,45.8187,0.240917,59.5
212,Medical+R-S+Age needs+Loads+Inflation,19.8876,0.164807,117.8
213,SS+Medical+R-S+Age needs+Loads+Inflation,29.8313,0.173275,511.9
214,Bequests+Medical+R-S+Age needs+Loads+Inflation,18.8686,0.131156,110.4
215,SS+Bequests+Medical+R-S+Age needs+Loads+Inflation,20.8011,0.069346,462.4
216,Pessimism+Age needs+Loads+Inflation,27.9339,0.246332,15.6
217,SS+Pessimism+Age needs+Loads+Inflation,35.5938,0.226107,67.6
218,Bequests+Pessimism+Age needs+Loads+Inflation,27.0555,0.179146,15.8
219,SS+Bequests+Pessimism+Age needs+Loads+Inflation,2.9164,0.004034,63.2
220,Medical+R-S+Pessimism+Age needs+Loads+Inflation,16.5495,0.117157,114.3
221,SS+Medical+R-S+Pessimism+Age needs+Loads+Inflation,19.5362,0.086068,510.4
222,Bequests+Medical+R-S+Pessimism+Age needs+Loads+Inflation,14.1251,0.067639,117.2
223,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads+Inflation,2.6353,0.002846,452.6
224,State utility+Loads+Inflation,33.4505,0.324157,16.9
225,SS+State utility+Loads+Inflation,57.4139,0.501511,62.5
226,Bequests+State utility+Loads+Inflation,33.3450,0.300513,15.8
227,SS+Bequests+State utility+Loads+Inflation,54.6381,0.379779,61.2
228,Medical+R-S+State utility+Loads+Inflation,21.5390,0.189044,117.7
229,SS+Medical+R-S+State utility+Loads+Inflation,38.3696,0.254817,485.0
230,Bequests+Medical+R-S+State utility+Loads+Inflation,21.0119,0.162576,112.3
231,SS+Bequests+Medical+R-S+State utility+Loads+Inflation,33.4153,0.156058,456.7
232,Pessimism+State utility+Loads+Inflation,30.0422,0.274508,15.9
233,SS+Pessimism+State utility+Loads+Inflation,40.6887,0.285095,64.5
234,Bequests+Pessimism+State utility+Loads+Inflation,29.0583,0.213974,15.5
235,SS+Bequests+Pessimism+State utility+Loads+Inflation,12.2980,0.024396,60.5
236,Medical+R-S+Pessimism+State utility+Loads+Inflation,18.4469,0.142969,112.6
237,SS+Medical+R-S+Pessimism+State utility+Loads+Inflation,25.7203,0.128911,471.4
238,Bequests+Medical+R-S+Pessimism+State utility+Loads+Inflation,16.5495,0.093753,108.9
239,SS+Bequests+Medical+R-S+Pessimism+State utility+Loads+Inflation,7.8707,0.012779,449.5
240,Age needs+State utility+Loads+Inflation,32.0098,0.302727,14.7
241,SS+Age needs+State utility+Loads+Inflation,49.6135,0.387980,65.2
242,Bequests+Age needs+State utility+Loads+Inflation,31.7990,0.270959,16.2
243,SS+Bequests+Age needs+State utility+Loads+Inflation,43.6753,0.213377,62.7
244,Medical+R-S+Age needs+State utility+Loads+Inflation,20.1687,0.168373,118.6
245,SS+Medical+R-S+Age needs+State utility+Loads+Inflation,30.6746,0.180137,502.9
246,Bequests+Medical+R-S+Age needs+State utility+Loads+Inflation,19.1145,0.133240,115.1
247,SS+Bequests+Medical+R-S+Age needs+State utility+Loads+Inflation,21.4336,0.069617,457.9
248,Pessimism+Age needs+State utility+Loads+Inflation,27.7583,0.242836,15.3
249,SS+Pessimism+Age needs+State utility+Loads+Inflation,34.8208,0.216982,66.7
250,Bequests+Pessimism+Age needs+State utility+Loads+Inflation,26.7041,0.171349,14.9
251,SS+Bequests+Pessimism+Age needs+State utility+Loads+Inflation,2.1785,0.002681,59.2
252,Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation,16.7955,0.119954,114.9
253,SS+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation,21.0119,0.092670,494.4
254,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation,14.3008,0.067439,109.9
255,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation,1.7569,0.001824,440.9
256,Public-care aversion (LTC),41.8482,0.407621,15.4
257,SS+Public-care aversion (LTC),100.0000,0.944694,63.2
258,Bequests+Public-care aversion (LTC),41.8482,0.394469,14.5
259,SS+Bequests+Public-care aversion (LTC),100.0000,0.908682,59.2
260,Medical+R-S+Public-care aversion (LTC),33.8018,0.294902,117.0
261,SS+Medical+R-S+Public-care aversion (LTC),95.8890,0.659617,493.9
262,Bequests+Medical+R-S+Public-care aversion (LTC),33.5910,0.275228,108.5
263,SS+Bequests+Medical+R-S+Public-care aversion (LTC),95.6781,0.609740,460.0
264,Pessimism+Public-care aversion (LTC),38.8616,0.353651,15.5
265,SS+Pessimism+Public-care aversion (LTC),85.5235,0.580274,62.6
266,Bequests+Pessimism+Public-care aversion (LTC),38.7561,0.313573,14.7
267,SS+Bequests+Pessimism+Public-care aversion (LTC),84.6803,0.436571,59.8
268,Medical+R-S+Pessimism+Public-care aversion (LTC),30.2530,0.239332,112.2
269,SS+Medical+R-S+Pessimism+Public-care aversion (LTC),71.8904,0.376788,492.9
270,Bequests+Medical+R-S+Pessimism+Public-care aversion (LTC),29.3043,0.203282,105.5
271,SS+Bequests+Medical+R-S+Pessimism+Public-care aversion (LTC),69.7470,0.262379,449.7
272,Age needs+Public-care aversion (LTC),40.4427,0.382063,15.5
273,SS+Age needs+Public-care aversion (LTC),98.1729,0.763127,64.5
274,Bequests+Age needs+Public-care aversion (LTC),40.3022,0.364220,14.9
275,SS+Bequests+Age needs+Public-care aversion (LTC),98.1026,0.706757,59.9
276,Medical+R-S+Age needs+Public-care aversion (LTC),31.9747,0.267203,121.1
277,SS+Medical+R-S+Age needs+Public-care aversion (LTC),84.5046,0.497186,490.7
278,Bequests+Medical+R-S+Age needs+Public-care aversion (LTC),31.7287,0.249652,113.4
279,SS+Bequests+Medical+R-S+Age needs+Public-care aversion (LTC),84.2235,0.436574,479.0
280,Pessimism+Age needs+Public-care aversion (LTC),37.5966,0.327143,16.4
281,SS+Pessimism+Age needs+Public-care aversion (LTC),76.0014,0.450141,63.5
282,Bequests+Pessimism+Age needs+Public-care aversion (LTC),37.4912,0.280980,15.2
283,SS+Bequests+Pessimism+Age needs+Public-care aversion (LTC),73.4715,0.277242,62.3
284,Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC),28.3204,0.217713,124.8
285,SS+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC),62.0169,0.297238,496.1
286,Bequests+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC),27.6177,0.171444,109.7
287,SS+Bequests+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC),59.2762,0.171535,448.8
288,State utility+Public-care aversion (LTC),41.6725,0.404339,16.0
289,SS+State utility+Public-care aversion (LTC),100.0000,0.934986,63.8
290,Bequests+State utility+Public-care aversion (LTC),41.6725,0.389986,14.4
291,SS+Bequests+State utility+Public-care aversion (LTC),100.0000,0.895998,60.1
292,Medical+R-S+State utility+Public-care aversion (LTC),34.2937,0.298855,122.6
293,SS+Medical+R-S+State utility+Public-care aversion (LTC),96.4863,0.682403,501.1
294,Bequests+Medical+R-S+State utility+Public-care aversion (LTC),33.9424,0.276992,111.6
295,SS+Bequests+Medical+R-S+State utility+Public-care aversion (LTC),96.4512,0.629656,453.4
296,Pessimism+State utility+Public-care aversion (LTC),38.8967,0.351100,15.5
297,SS+Pessimism+State utility+Public-care aversion (LTC),85.8046,0.565495,66.9
298,Bequests+Pessimism+State utility+Public-care aversion (LTC),38.8264,0.308805,14.8
299,SS+Bequests+Pessimism+State utility+Public-care aversion (LTC),84.3289,0.410074,57.4
300,Medical+R-S+Pessimism+State utility+Public-care aversion (LTC),30.5692,0.243025,117.0
301,SS+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC),71.7850,0.388602,489.1
302,Bequests+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC),29.7259,0.205204,110.6
303,SS+Bequests+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC),69.2902,0.268605,443.2
304,Age needs+State utility+Public-care aversion (LTC),40.1265,0.377203,15.3
305,SS+Age needs+State utility+Public-care aversion (LTC),97.4350,0.746634,61.6
306,Bequests+Age needs+State utility+Public-care aversion (LTC),40.0211,0.357540,15.2
307,SS+Bequests+Age needs+State utility+Public-care aversion (LTC),97.1188,0.685942,62.7
308,Medical+R-S+Age needs+State utility+Public-care aversion (LTC),32.2207,0.269438,120.6
309,SS+Medical+R-S+Age needs+State utility+Public-care aversion (LTC),85.8046,0.509448,486.5
310,Bequests+Medical+R-S+Age needs+State utility+Public-care aversion (LTC),31.9396,0.247481,113.5
311,SS+Bequests+Medical+R-S+Age needs+State utility+Public-care aversion (LTC),85.1019,0.444684,453.9
312,Pessimism+Age needs+State utility+Public-care aversion (LTC),37.4561,0.323647,16.1
313,SS+Pessimism+Age needs+State utility+Public-care aversion (LTC),74.9122,0.437505,62.7
314,Bequests+Pessimism+Age needs+State utility+Public-care aversion (LTC),37.2101,0.274132,15.4
315,SS+Bequests+Pessimism+Age needs+State utility+Public-care aversion (LTC),71.5039,0.253440,60.3
316,Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC),28.6367,0.217523,121.2
317,SS+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC),63.3521,0.301729,516.7
318,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC),27.8988,0.174164,111.8
319,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC),60.0492,0.168654,446.6
320,Loads+Public-care aversion (LTC),36.1209,0.334174,16.2
321,SS+Loads+Public-care aversion (LTC),62.9304,0.534926,66.7
322,Bequests+Loads+Public-care aversion (LTC),36.0506,0.313577,15.4
323,SS+Bequests+Loads+Public-care aversion (LTC),61.9466,0.456897,64.2
324,Medical+R-S+Loads+Public-care aversion (LTC),23.1202,0.193542,111.3
325,SS+Medical+R-S+Loads+Public-care aversion (LTC),48.5945,0.308493,474.9
326,Bequests+Medical+R-S+Loads+Public-care aversion (LTC),22.9093,0.170843,114.5
327,SS+Bequests+Medical+R-S+Loads+Public-care aversion (LTC),46.2052,0.233331,452.6
328,Pessimism+Loads+Public-care aversion (LTC),32.8531,0.276321,16.6
329,SS+Pessimism+Loads+Public-care aversion (LTC),48.5945,0.318960,65.1
330,Bequests+Pessimism+Loads+Public-care aversion (LTC),32.6072,0.230011,15.2
331,SS+Bequests+Pessimism+Loads+Public-care aversion (LTC),37.1398,0.118324,62.0
332,Medical+R-S+Pessimism+Loads+Public-care aversion (LTC),20.4498,0.147807,118.1
333,SS+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC),33.2396,0.161156,497.6
334,Bequests+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC),19.1848,0.107765,112.2
335,SS+Bequests+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC),22.2066,0.048391,443.4
336,Age needs+Loads+Public-care aversion (LTC),34.7154,0.308500,16.5
337,SS+Age needs+Loads+Public-care aversion (LTC),55.5165,0.415046,64.8
338,Bequests+Age needs+Loads+Public-care aversion (LTC),34.5397,0.280257,15.1
339,SS+Bequests+Age needs+Loads+Public-care aversion (LTC),53.8651,0.310327,62.1
340,Medical+R-S+Age needs+Loads+Public-care aversion (LTC),21.6796,0.167955,122.4
341,SS+Medical+R-S+Age needs+Loads+Public-care aversion (LTC),40.5130,0.225056,505.6
342,Bequests+Medical+R-S+Age needs+Loads+Public-care aversion (LTC),21.3282,0.142375,119.6
343,SS+Bequests+Medical+R-S+Age needs+Loads+Public-care aversion (LTC),35.8749,0.136202,451.4
344,Pessimism+Age needs+Loads+Public-care aversion (LTC),31.0963,0.244213,16.0
345,SS+Pessimism+Age needs+Loads+Public-care aversion (LTC),40.5481,0.237916,66.2
346,Bequests+Pessimism+Age needs+Loads+Public-care aversion (LTC),30.4638,0.190639,16.0
347,SS+Bequests+Pessimism+Age needs+Loads+Public-care aversion (LTC),16.6550,0.030148,62.8
348,Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC),18.9389,0.126676,122.4
349,SS+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC),28.2853,0.120144,503.4
350,Bequests+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC),17.0766,0.082435,107.0
351,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC),10.1546,0.013890,462.7
352,State utility+Loads+Public-care aversion (LTC),35.9803,0.330710,16.4
353,SS+State utility+Loads+Public-care aversion (LTC),62.4385,0.522537,65.2
354,Bequests+State utility+Loads+Public-care aversion (LTC),35.9100,0.308282,15.2
355,SS+Bequests+State utility+Loads+Public-care aversion (LTC),60.6817,0.430471,61.6
356,Medical+R-S+State utility+Loads+Public-care aversion (LTC),23.3661,0.196465,123.9
357,SS+Medical+R-S+State utility+Loads+Public-care aversion (LTC),50.0351,0.318703,507.6
358,Bequests+Medical+R-S+State utility+Loads+Public-care aversion (LTC),23.0850,0.172530,115.5
359,SS+Bequests+Medical+R-S+State utility+Loads+Public-care aversion (LTC),47.0485,0.235601,460.6
360,Pessimism+State utility+Loads+Public-care aversion (LTC),32.7829,0.272431,15.3
361,SS+Pessimism+State utility+Loads+Public-care aversion (LTC),47.3647,0.305815,62.6
362,Bequests+Pessimism+State utility+Loads+Public-care aversion (LTC),32.3261,0.222607,14.8
